nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 20:10:00",830,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 20:10:00",4060,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 20:10:00",1250,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 20:10:00",1100,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 20:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 20:10:00",1750,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 20:10:00",1500,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 20:10:00",1510,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 20:10:00",1760,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 20:40:00",110,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 20:40:00",520,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 20:40:00",1330,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 20:40:00",6850,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 20:27:17",300,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 20:40:00",380,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 20:40:00",4340,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 20:40:00",1650,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 20:15:00",1650,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 20:40:00",-1850,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 20:40:00",890,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 20:12:46",1900,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 20:30:00",830,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 20:40:00",3970,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 20:40:00",1200,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 20:40:00",1090,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 20:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 20:40:00",1750,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 20:40:00",1520,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 20:40:00",1540,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 20:40:00",1750,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 21:10:00",100,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 21:10:00",500,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 21:10:00",1400,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 21:10:00",6790,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 20:27:17",300,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 21:10:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 21:10:00",4130,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 21:10:00",1690,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 20:15:00",1650,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 21:10:00",-1850,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 21:10:00",870,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 20:12:46",1900,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 21:10:00",820,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 21:10:00",3880,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 21:10:00",1160,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 21:10:00",1090,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 21:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 21:10:00",1750,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 21:10:00",1540,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 21:10:00",1580,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 21:10:00",1750,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 21:40:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 21:40:00",500,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 21:40:00",1340,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 21:40:00",6740,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 21:00:35",300,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 21:40:00",340,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 21:40:00",4000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 21:40:00",1700,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 20:15:00",1650,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 21:40:00",-1840,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 21:40:00",870,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 21:00:35",1900,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 21:30:00",810,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 21:40:00",3800,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 21:40:00",1120,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 21:40:00",1080,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 21:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 21:40:00",1760,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 21:40:00",1560,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 21:40:00",1600,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 21:40:00",1770,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 22:10:00",110,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 22:10:00",480,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 22:10:00",1410,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 22:10:00",6710,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 21:00:35",300,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 22:10:00",320,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 22:10:00",3900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 22:10:00",1720,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 21:00:35",1730,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 22:10:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 22:10:00",870,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 21:00:35",1900,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 22:10:00",800,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 22:10:00",3710,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 22:10:00",1090,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 22:10:00",1070,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 22:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 22:10:00",1770,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 22:10:00",1590,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 22:10:00",1640,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 22:10:00",1750,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 22:40:00",100,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 22:40:00",460,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 22:30:00",1310,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 22:40:00",6650,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 22:00:00",1050,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 22:40:00",300,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 22:40:00",3770,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 22:40:00",1720,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 21:00:35",1730,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 22:40:00",-1820,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 22:40:00",880,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 22:00:25",2100,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 22:40:00",810,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 22:40:00",3640,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 22:40:00",1060,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 22:40:00",1070,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 22:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 22:30:00",1770,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 22:40:00",1600,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 22:40:00",1640,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 22:40:00",1740,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 23:10:00",110,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 23:10:00",450,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 23:10:00",1330,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 23:10:00",6640,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 22:00:00",1050,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 23:10:00",290,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 23:10:00",3690,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 23:10:00",1720,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 22:00:25",1750,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 23:10:00",-1820,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 23:10:00",860,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 22:00:25",2100,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 23:10:00",800,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 23:10:00",3590,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 23:10:00",1040,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 23:10:00",1060,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 23:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 23:10:00",1780,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 23:10:00",1610,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 23:10:00",1650,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 23:10:00",1740,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 23:40:00",90,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 23:40:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 23:40:00",1630,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 23:40:00",6620,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 23:00:00",300,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 23:40:00",280,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 23:40:00",3650,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 23:40:00",1730,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 22:00:25",1750,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 23:40:00",-1810,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 23:40:00",880,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 22:00:25",2100,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 23:40:00",790,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 23:40:00",3550,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 23:40:00",1030,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 23:40:00",1050,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 23:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 23:40:00",1780,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 23:40:00",1620,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 23:40:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 23:40:00",1740,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-21 00:10:00",90,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-21 00:10:00",380,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-21 00:10:00",1500,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-21 00:10:00",6600,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 23:00:00",300,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-21 00:10:00",270,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-21 00:10:00",3580,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-21 00:10:00",1730,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 23:59:59",1850,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-21 00:10:00",-1810,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-21 00:10:00",870,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 23:59:59",1900,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-21 00:10:00",790,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-21 00:10:00",3500,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-21 00:10:00",1020,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-21 00:10:00",1040,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-21 00:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-21 00:10:00",1790,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-21 00:10:00",1620,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-21 00:10:00",1660,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-21 00:00:00",1740,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-21 00:40:00",90,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-21 00:40:00",370,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-21 00:40:00",1470,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-21 00:40:00",6590,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-21 00:00:00",300,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-21 00:30:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-21 00:40:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-21 00:40:00",1730,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 23:59:59",1850,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-21 00:40:00",-1810,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-21 00:40:00",880,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 23:59:59",1900,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-21 00:40:00",790,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-21 00:40:00",3450,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-21 00:40:00",1000,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-21 00:40:00",1040,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-21 00:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-21 00:40:00",1780,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-21 00:40:00",1610,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-21 00:40:00",1650,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-21 00:40:00",1750,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-21 01:10:00",90,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-21 01:10:00",380,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-21 01:10:00",1470,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-21 01:10:00",6560,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-21 00:00:00",300,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-21 01:10:00",250,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-21 01:10:00",3520,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-21 01:10:00",1730,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 23:59:59",1850,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-21 01:10:00",-1820,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-21 01:10:00",870,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 23:59:59",1900,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-21 01:10:00",780,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-21 01:10:00",3410,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-21 01:10:00",980,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-21 01:10:00",1030,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-21 01:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-21 01:10:00",1770,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-21 01:10:00",1600,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-21 01:10:00",1640,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-21 01:10:00",1750,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-21 01:40:00",90,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-21 01:40:00",370,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-21 01:40:00",1170,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-21 01:40:00",6540,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-21 01:00:00",300,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-21 01:40:00",240,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-21 01:40:00",3480,"Status : Normal"
